ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard,Age_Group,major_city,state
1142,32,7,143,91365,3,2.9,3,0,1,0,0,1,0,30-39,Woodland Hills,CA
1143,44,20,75,91335,4,1.9,1,0,0,0,0,0,0,40-49,Reseda,CA
1144,33,7,120,94022,1,3.2,3,0,1,0,0,1,0,30-39,Los Altos,CA
1145,49,24,91,95822,1,2.8,2,0,0,0,0,0,0,40-49,Sacramento,CA
1146,32,6,99,92101,2,1.5,3,0,0,0,0,0,1,30-39,San Diego,CA
1147,31,7,71,90034,1,0.1,1,78,0,1,0,0,0,30-39,Los Angeles,CA
1148,37,13,111,91367,1,0.8,2,0,0,0,0,0,0,30-39,Woodland Hills,CA
1149,41,15,108,90034,1,5.2,1,0,0,0,0,0,0,40-49,Los Angeles,CA
1150,56,32,158,91763,1,7.4,1,0,0,0,0,0,0,50-59,Montclair,CA
1151,55,31,81,95521,3,2.67,1,0,0,0,0,1,0,50-59,Arcata,CA
1152,49,23,12,94720,2,0.1,3,0,0,1,1,1,0,40-49,Berkeley,CA
1153,63,37,21,95831,2,0.4,1,0,0,0,0,1,0,60-69,Sacramento,CA
1154,55,30,55,92821,4,0.9,1,215,0,0,0,1,1,50-59,Brea,CA
1155,59,35,42,93555,1,1.8,3,0,0,0,0,1,0,50-59,Ridgecrest,CA
1156,41,16,81,92653,2,0.4,1,0,0,0,0,0,1,40-49,Laguna Hills,CA
1157,49,25,13,94305,4,0.2,1,87,0,0,0,0,0,40-49,Stanford,CA
1158,48,23,132,94998,1,0.6,1,157,0,0,0,0,0,40-49,Novato,CA
1159,41,16,99,92660,1,1.0,3,0,0,0,0,1,0,40-49,Newport Beach,CA
1160,50,26,23,92028,4,0.2,1,0,0,0,0,0,1,50-59,Fallbrook,CA
1161,28,1,40,95134,1,2.0,2,0,0,1,0,1,0,20-29,San Jose,CA
1162,36,11,181,94309,3,1.4,1,0,1,0,0,0,0,30-39,Palo Alto,CA
1163,38,14,112,94501,2,2.2,1,394,0,0,0,0,0,30-39,Alameda,CA
1164,34,9,138,94720,2,7.8,1,227,0,0,0,1,0,30-39,Berkeley,CA
1165,41,17,94,90071,3,3.8,2,327,1,1,1,1,0,40-49,Los Angeles,CA
1166,43,19,113,91203,1,1.7,1,0,0,0,0,0,0,40-49,Glendale,CA
1167,30,5,112,91711,4,5.0,2,0,1,0,0,0,1,30-39,Claremont,CA
1168,37,12,190,92354,2,3.0,1,475,0,0,0,1,0,30-39,Loma Linda,CA
1169,62,37,38,91706,1,1.1,3,0,0,0,0,1,0,60-69,Baldwin Park,CA
1170,40,16,32,92110,1,1.4,3,158,0,0,0,1,0,40-49,San Diego,CA
1171,35,10,104,91320,3,0.6,2,0,0,0,0,0,1,30-39,Newbury Park,CA
1172,64,40,43,95014,1,1.9,2,0,0,0,0,1,0,60-69,Cupertino,CA
1173,49,24,45,92104,3,1.7,2,0,0,1,0,1,0,40-49,San Diego,CA
1174,24,2,35,94305,2,1.7,2,0,0,0,0,0,0,20-29,Stanford,CA
1175,36,10,42,93106,4,1.2,2,0,0,0,0,1,1,30-39,Santa Barbara,CA
1176,29,4,58,91006,1,0.8,2,0,0,0,0,1,1,20-29,Arcadia,CA
1177,29,3,103,90049,4,3.4,1,0,1,0,0,1,0,20-29,Los Angeles,CA
1178,28,3,71,90405,1,3.3,2,149,1,1,1,1,0,20-29,Santa Monica,CA
1179,33,7,14,94025,1,0.4,2,98,0,0,0,1,0,30-39,Menlo Park,CA
1180,36,11,98,90291,3,1.2,3,0,0,1,0,0,1,30-39,Venice,CA
1181,42,17,90,90504,1,0.1,2,0,0,0,0,0,1,40-49,Torrance,CA
1182,25,0,65,90095,4,0.2,1,0,0,1,0,0,0,20-29,Los Angeles,CA
1183,28,2,19,94720,4,0.4,1,0,0,0,0,1,1,20-29,Berkeley,CA
1184,50,25,35,94105,3,1.7,2,0,0,0,0,1,1,50-59,San Francisco,CA
1185,34,9,71,90041,4,1.3,1,0,0,0,0,1,0,30-39,Los Angeles,CA
1186,43,19,31,94025,3,0.5,1,0,0,0,0,0,0,40-49,Menlo Park,CA
1187,62,38,43,94928,4,1.2,2,0,0,0,0,1,0,60-69,Rohnert Park,CA
1188,61,36,24,94309,1,1.5,2,87,0,1,0,0,0,60-69,Palo Alto,CA
1189,45,19,58,94305,2,0.4,3,0,0,1,0,0,1,40-49,Stanford,CA
1190,42,17,115,92717,2,0.4,1,0,0,0,0,1,0,40-49,Unknown City,Unknown State
1191,39,15,168,93117,2,8.0,1,152,0,1,0,0,0,30-39,Goleta,CA
1192,29,5,128,94111,1,1.5,1,0,0,0,0,1,1,20-29,San Francisco,CA
1193,45,20,138,92870,1,7.0,1,0,0,0,0,0,1,40-49,Placentia,CA
1194,58,32,81,92121,3,1.7,2,0,0,0,0,1,1,50-59,San Diego,CA
1195,29,3,41,94305,4,1.3,3,0,0,0,0,1,0,20-29,Stanford,CA
1196,32,7,123,92407,2,2.9,2,0,1,0,0,1,0,30-39,San Bernardino,CA
1197,37,13,71,94609,2,2.7,1,94,0,0,0,1,0,30-39,Oakland,CA
1198,48,23,8,92866,1,0.4,3,0,0,0,0,0,1,40-49,Orange,CA
1199,40,14,42,94801,2,0.7,1,101,0,0,0,1,0,40-49,Richmond,CA
1200,29,4,62,92064,2,2.5,1,184,0,0,0,1,0,20-29,Poway,CA
1201,36,12,22,92507,4,1.0,1,91,0,1,0,1,0,30-39,Riverside,CA
1202,35,8,38,95060,4,1.0,2,0,0,0,0,1,0,30-39,Santa Cruz,CA
1203,35,11,24,95521,4,0.4,2,0,0,0,0,0,0,30-39,Arcata,CA
1204,62,37,50,91311,3,2.4,1,0,0,0,0,1,0,60-69,Chatsworth,CA
1205,26,1,190,91604,4,1.3,2,197,1,0,0,1,0,20-29,Studio City,CA
1206,32,7,94,91361,2,3.1,1,0,0,0,0,1,0,30-39,Westlake Village,CA
1207,63,37,165,95035,4,5.1,3,0,1,0,0,0,0,60-69,Milpitas,CA
1208,38,12,43,94301,4,1.2,2,0,0,0,0,0,1,30-39,Palo Alto,CA
1209,50,26,48,91711,1,1.6,2,0,0,0,0,0,1,50-59,Claremont,CA
1210,46,21,52,91304,3,2.7,2,228,0,0,0,0,1,40-49,Canoga Park,CA
1211,50,24,84,93943,4,4.9,1,0,0,0,0,1,0,50-59,Monterey,CA
1212,61,36,131,92407,1,0.9,1,0,0,0,0,1,0,60-69,San Bernardino,CA
1213,34,8,44,91101,4,0.2,1,0,0,0,0,0,0,30-39,Pasadena,CA
1214,27,2,78,93943,4,0.2,1,87,0,0,0,0,0,20-29,Monterey,CA
1215,61,36,15,92521,4,0.4,2,0,0,0,0,0,0,60-69,Riverside,CA
1216,45,20,38,94550,4,1.9,3,144,0,0,0,1,1,40-49,Livermore,CA
1217,50,25,84,91107,1,1.3,3,0,0,1,0,1,0,50-59,Pasadena,CA
1218,44,20,122,94305,1,0.3,1,0,0,0,0,1,0,40-49,Stanford,CA
1219,62,36,98,92122,2,2.8,1,0,0,0,0,0,0,60-69,San Diego,CA
1220,45,18,80,92407,3,2.67,2,0,0,0,0,0,0,40-49,San Bernardino,CA
1221,41,17,165,94143,2,8.0,1,0,0,0,0,1,0,40-49,San Francisco,CA
1222,30,5,121,94132,2,3.3,1,0,0,0,0,0,1,30-39,San Francisco,CA
1223,61,37,20,90011,3,0.4,2,94,0,0,0,0,0,60-69,Los Angeles,CA
1224,45,19,11,96150,1,0.2,1,91,0,0,0,0,0,40-49,South Lake Tahoe,CA
1225,59,35,45,94920,1,1.8,3,0,0,0,0,1,0,50-59,Belvedere Tiburon,CA
1226,30,6,118,94534,2,2.8,2,0,1,0,0,0,0,30-39,Fairfield,CA
1227,60,36,14,90089,2,0.3,1,109,0,0,0,1,1,60-69,Los Angeles,CA
1228,39,13,30,92122,3,0.2,2,0,0,0,0,0,0,30-39,San Diego,CA
1229,56,30,45,92870,1,0.2,1,98,0,0,0,0,0,50-59,Placentia,CA
1230,56,32,80,94596,3,2.67,1,0,0,0,0,1,0,50-59,Walnut Creek,CA
1231,27,1,25,94920,4,0.3,2,0,0,0,0,1,1,20-29,Belvedere Tiburon,CA
1232,66,41,144,94306,1,2.5,1,0,0,1,1,1,1,60-69,Palo Alto,CA
1233,43,19,84,92646,4,0.2,3,297,0,0,0,1,0,40-49,Huntington Beach,CA
1234,53,29,22,93943,2,0.4,1,0,0,0,0,1,0,50-59,Monterey,CA
1235,44,18,33,90405,3,1.5,1,0,0,0,0,1,1,40-49,Santa Monica,CA
1236,54,28,60,94110,4,2.6,3,0,0,0,0,0,0,50-59,San Francisco,CA
1237,31,6,81,95762,4,2.2,2,116,0,0,0,1,0,30-39,El Dorado Hills,CA
1238,38,13,169,92093,1,6.8,3,0,1,0,1,1,1,30-39,La Jolla,CA
1239,28,2,63,91116,2,1.6,3,0,0,0,0,1,0,20-29,Pasadena,CA
1240,51,26,12,90245,2,0.7,3,109,0,0,0,1,1,50-59,El Segundo,CA
1241,52,27,15,91320,4,0.8,1,101,0,0,0,0,0,50-59,Newbury Park,CA
1242,64,38,39,92120,1,0.5,3,0,0,1,1,1,1,60-69,San Diego,CA
1243,29,4,44,91380,4,2.0,2,0,0,0,0,1,0,20-29,Santa Clarita,CA
1244,34,10,110,92697,1,4.0,1,0,0,0,0,1,0,30-39,Irvine,CA
1245,33,8,130,94720,3,6.3,2,99,1,0,0,0,1,30-39,Berkeley,CA
1246,46,21,41,94025,1,1.4,3,128,0,0,0,1,0,40-49,Menlo Park,CA
1247,48,22,59,91775,1,1.4,3,241,0,0,0,1,0,40-49,San Gabriel,CA
1248,52,28,39,94606,2,0.8,1,0,0,0,0,1,0,50-59,Oakland,CA
1249,44,19,35,94305,4,0.0,2,0,0,0,0,1,0,40-49,Stanford,CA
1250,51,27,80,90032,1,2.6,2,0,0,0,0,1,1,50-59,Los Angeles,CA
1251,47,20,81,94301,1,2.67,2,0,0,0,0,1,0,40-49,Palo Alto,CA
1252,39,13,31,95120,2,0.8,3,0,0,0,0,0,0,30-39,San Jose,CA
1253,42,17,93,92182,4,1.9,3,0,0,0,0,0,0,40-49,San Diego,CA
1254,57,33,45,92346,4,1.5,1,204,0,0,0,1,0,50-59,Highland,CA
1255,36,12,40,91101,2,0.6,3,0,0,0,0,1,1,30-39,Pasadena,CA
1256,27,1,80,95354,2,1.6,3,185,0,0,0,1,1,20-29,Modesto,CA
1257,31,7,20,92115,1,0.4,3,0,0,0,0,1,0,30-39,San Diego,CA
1258,63,37,41,93014,1,0.5,3,0,0,0,0,0,1,60-69,Carpinteria,CA
1259,34,8,31,91203,1,0.3,1,104,0,0,0,1,1,30-39,Glendale,CA
1260,52,27,35,95616,4,0.2,2,0,0,0,0,1,0,50-59,Davis,CA
1261,57,31,40,91107,3,1.4,3,137,0,0,0,1,1,50-59,Pasadena,CA
1262,63,39,84,94901,1,1.8,3,0,0,0,0,0,0,60-69,San Rafael,CA
1263,26,1,53,94720,2,1.6,3,0,0,0,0,1,0,20-29,Berkeley,CA
1264,35,5,85,92870,4,4.0,3,0,0,0,0,1,0,30-39,Placentia,CA
1265,58,33,138,94546,2,3.9,1,0,0,0,0,1,0,50-59,Castro Valley,CA
1266,32,2,71,95014,2,1.75,3,108,0,0,0,0,0,30-39,Cupertino,CA
1267,64,39,113,92121,1,0.8,3,0,0,0,0,0,1,60-69,San Diego,CA
1268,50,23,23,94720,2,1.0,2,0,0,1,0,0,0,50-59,Berkeley,CA
1269,34,9,62,92677,3,2.3,1,0,0,0,0,0,0,30-39,Laguna Niguel,CA
1270,36,11,14,92673,4,0.2,3,100,0,0,0,1,1,30-39,San Clemente,CA
1271,43,18,60,91311,2,2.2,3,0,0,0,0,0,1,40-49,Chatsworth,CA
1272,28,4,94,92115,3,0.8,1,236,0,0,0,1,0,20-29,San Diego,CA
1273,64,39,83,95616,3,1.8,2,0,0,0,0,1,0,60-69,Davis,CA
1274,60,35,130,95741,3,6.3,3,437,1,0,1,1,1,60-69,Rancho Cordova,CA
1275,62,37,61,93117,4,1.7,1,0,0,0,0,0,0,60-69,Goleta,CA
1276,27,2,92,95616,2,3.1,1,178,0,0,0,1,0,20-29,Davis,CA
1277,42,16,20,95351,2,0.8,3,117,0,0,0,1,1,40-49,Modesto,CA
1278,45,20,194,92110,2,8.8,1,428,0,0,0,0,0,40-49,San Diego,CA
1279,36,10,74,94305,1,2.5,1,0,0,0,0,0,1,30-39,Stanford,CA
1280,48,22,84,90024,2,0.4,3,145,0,0,0,0,0,40-49,Los Angeles,CA
1281,65,40,98,95064,3,1.8,2,333,0,0,0,0,0,60-69,Santa Cruz,CA
1282,39,15,52,92093,3,2.33,1,0,0,0,0,1,0,30-39,La Jolla,CA
1283,51,26,55,93955,1,1.3,2,236,0,0,0,0,1,50-59,Seaside,CA
1284,30,6,64,94305,4,3.4,1,117,0,0,0,0,0,30-39,Stanford,CA
1285,65,40,128,90740,1,2.5,1,162,0,0,0,1,0,60-69,Seal Beach,CA
1286,38,13,113,94720,4,1.7,2,0,1,0,0,0,1,30-39,Berkeley,CA
1287,29,3,50,94010,3,1.1,2,0,0,0,0,0,1,20-29,Burlingame,CA
1288,42,18,54,94010,4,2.2,2,0,0,0,0,0,0,40-49,Burlingame,CA
1289,63,38,129,91326,1,0.9,1,366,0,0,0,1,0,60-69,Porter Ranch,CA
1290,46,21,82,94523,4,0.4,1,0,0,0,0,0,0,40-49,Pleasant Hill,CA
1291,62,38,100,90277,4,1.7,2,0,0,0,0,1,0,60-69,Redondo Beach,CA
1292,58,34,44,94111,4,2.2,1,0,0,1,0,0,0,50-59,San Francisco,CA
1293,56,30,164,94610,4,0.5,2,234,1,0,1,1,1,50-59,Oakland,CA
1294,56,31,81,92373,2,3.7,1,121,0,0,0,1,1,50-59,Redlands,CA
1295,34,10,71,95003,1,0.1,1,257,0,0,0,1,1,30-39,Aptos,CA
1296,42,17,28,92866,1,0.5,3,90,0,0,0,0,0,40-49,Orange,CA
1297,30,6,80,92399,3,1.5,1,219,0,0,0,1,0,30-39,Yucaipa,CA
1298,61,35,90,95814,4,1.9,2,0,0,0,0,1,0,60-69,Sacramento,CA
1299,38,14,74,90274,1,3.6,2,0,0,0,0,1,1,30-39,Palos Verdes Peninsula,CA
1300,50,25,14,95762,2,0.7,3,0,0,1,0,1,0,50-59,El Dorado Hills,CA
1301,61,36,23,91754,2,0.5,2,103,0,0,0,1,0,60-69,Monterey Park,CA
1302,41,17,153,92121,1,1.7,1,337,0,0,0,0,1,40-49,San Diego,CA
1303,42,16,38,94087,3,0.9,3,0,0,0,0,0,0,40-49,Sunnyvale,CA
1304,29,5,112,94720,2,2.0,2,382,0,1,0,0,0,20-29,Berkeley,CA
1305,51,26,145,90025,1,8.1,1,397,0,0,0,0,1,50-59,Los Angeles,CA
1306,32,6,28,94025,2,0.3,2,88,0,0,0,1,0,30-39,Menlo Park,CA
1307,34,9,31,94115,4,1.1,3,0,0,0,0,1,1,30-39,San Francisco,CA
1308,26,2,195,94546,1,6.33,1,0,0,0,0,1,1,20-29,Castro Valley,CA
1309,54,24,50,92037,3,2.0,3,0,0,0,0,1,1,50-59,La Jolla,CA
1310,38,14,71,95136,4,2.0,3,0,0,0,0,0,0,30-39,San Jose,CA
1311,62,36,21,95616,3,0.3,3,0,0,0,0,0,0,60-69,Davis,CA
1312,37,11,35,90044,2,0.8,3,125,0,0,0,0,0,30-39,Los Angeles,CA
1313,46,21,42,92691,1,2.4,1,0,0,0,0,1,1,40-49,Mission Viejo,CA
1314,52,27,78,92008,4,3.6,3,141,0,0,0,1,0,50-59,Carlsbad,CA
1315,32,6,73,94305,4,2.2,2,0,0,0,0,0,0,30-39,Stanford,CA
1316,49,25,53,95134,2,1.0,3,181,0,0,0,0,0,40-49,San Jose,CA
1317,28,3,51,94086,2,1.6,3,123,0,0,0,0,0,20-29,Sunnyvale,CA
1318,55,30,40,95521,2,2.3,3,0,0,0,0,1,0,50-59,Arcata,CA
1319,52,26,178,94234,1,1.0,1,0,0,0,0,0,0,50-59,Sacramento,CA
1320,32,6,35,94005,2,0.3,1,0,0,0,0,0,1,30-39,Brisbane,CA
1321,31,7,192,90250,1,0.0,2,0,1,0,0,1,0,30-39,Hawthorne,CA
1322,27,3,123,95138,1,5.4,1,0,0,0,0,0,0,20-29,San Jose,CA
1323,32,5,48,94022,2,1.67,2,0,0,1,1,1,1,30-39,Los Altos,CA
1324,52,26,45,91604,3,0.6,2,0,0,0,0,0,0,50-59,Studio City,CA
1325,52,28,15,95064,1,0.2,1,0,0,0,0,1,0,50-59,Santa Cruz,CA
1326,50,24,79,94304,1,0.3,1,120,0,0,0,1,0,50-59,Palo Alto,CA
1327,32,5,63,90024,4,2.0,2,0,0,1,0,1,0,30-39,Los Angeles,CA
1328,61,35,30,94720,2,0.2,3,0,0,0,0,1,0,60-69,Berkeley,CA
1329,60,36,145,95616,4,6.9,1,380,1,0,0,0,1,60-69,Davis,CA
1330,28,4,32,90095,3,1.0,2,0,0,0,0,0,0,20-29,Los Angeles,CA
1331,34,9,64,92346,2,0.1,1,224,0,0,0,1,1,30-39,Highland,CA
1332,31,7,84,92692,1,0.1,1,0,0,0,0,1,0,30-39,Mission Viejo,CA
1333,31,5,21,94309,1,0.4,2,0,0,0,0,1,0,30-39,Palo Alto,CA
1334,62,38,99,95014,4,1.7,2,0,0,0,0,1,0,60-69,Cupertino,CA
1335,47,22,35,94304,2,1.3,1,0,0,0,0,1,0,40-49,Palo Alto,CA
1336,50,24,180,94539,1,1.7,1,0,0,0,0,1,1,50-59,Fremont,CA
1337,36,12,42,93555,1,1.33,1,0,0,0,0,1,0,30-39,Ridgecrest,CA
1338,26,0,179,92028,4,2.1,2,0,1,0,0,0,0,20-29,Fallbrook,CA
1339,51,27,42,90245,4,0.1,3,0,0,0,0,0,0,50-59,El Segundo,CA
1340,52,25,180,94545,2,9.0,2,297,1,0,0,1,0,50-59,Hayward,CA
1341,35,11,82,94131,4,3.4,1,0,0,0,0,0,0,30-39,San Francisco,CA
1342,42,16,55,91355,2,0.7,1,149,0,0,0,0,0,40-49,Valencia,CA
1343,36,12,79,90041,2,2.2,1,0,0,0,0,1,0,30-39,Los Angeles,CA
1344,41,17,48,92831,2,0.6,3,215,0,0,0,0,1,40-49,Fullerton,CA
1345,49,25,93,93117,1,2.7,1,0,0,1,0,1,0,40-49,Goleta,CA
1346,57,32,23,92126,2,0.2,3,0,0,0,0,0,0,50-59,San Diego,CA
1347,44,20,50,95670,3,2.33,1,200,0,0,0,0,0,40-49,Rancho Cordova,CA
1348,60,34,85,91367,2,2.0,1,0,0,0,0,1,0,60-69,Woodland Hills,CA
1349,38,14,35,95051,1,1.5,2,97,0,0,0,1,0,30-39,Santa Clara,CA
1350,26,2,171,93943,3,6.0,2,0,1,0,0,1,0,20-29,Monterey,CA
1351,29,2,29,90266,4,1.5,2,0,0,0,0,0,1,20-29,Manhattan Beach,CA
1352,59,35,84,94588,1,1.8,3,0,0,0,0,1,1,50-59,Pleasanton,CA
1353,51,27,20,90401,4,0.5,2,0,0,0,0,1,0,50-59,Santa Monica,CA
1354,50,25,14,94124,1,0.4,3,0,0,0,0,1,1,50-59,San Francisco,CA
1355,35,10,179,91942,1,8.6,1,357,0,0,0,0,0,30-39,La Mesa,CA
1356,61,37,48,91910,1,0.8,1,158,0,0,0,1,0,60-69,Chula Vista,CA
1357,42,16,74,90066,1,2.8,1,0,0,0,0,1,0,40-49,Los Angeles,CA
1358,55,29,53,95134,1,1.4,1,0,0,0,0,0,0,50-59,San Jose,CA
1359,50,25,83,92007,1,2.8,2,0,0,0,0,1,1,50-59,Cardiff By The Sea,CA
1360,64,40,171,90034,2,2.1,1,433,0,0,0,0,0,60-69,Los Angeles,CA
1361,54,28,85,92028,4,4.9,1,0,0,0,0,1,0,50-59,Fallbrook,CA
1362,50,26,38,95039,4,0.9,2,0,0,0,0,1,0,50-59,Moss Landing,CA
1363,31,5,85,92130,3,1.6,1,157,0,0,0,1,1,30-39,San Diego,CA
1364,32,8,79,92115,1,0.1,1,0,0,0,0,0,0,30-39,San Diego,CA
1365,44,19,69,92129,4,0.4,1,0,0,0,0,0,0,40-49,San Diego,CA
1366,60,35,43,94720,3,0.9,3,0,0,0,0,1,1,60-69,Berkeley,CA
1367,60,34,33,91107,2,0.3,1,101,0,0,0,1,0,60-69,Pasadena,CA
1368,62,38,42,95747,3,0.1,3,149,0,0,0,0,1,60-69,Roseville,CA
1369,46,21,40,94025,4,1.9,3,122,0,0,0,1,0,40-49,Menlo Park,CA
1370,57,33,43,91902,1,1.8,3,0,0,0,0,0,0,50-59,Bonita,CA
1371,30,5,20,94545,4,0.5,3,117,0,0,0,0,0,30-39,Hayward,CA
1372,58,32,65,95621,3,2.5,1,222,0,0,0,1,0,50-59,Citrus Heights,CA
1373,39,13,139,95616,3,3.4,1,483,1,0,0,1,0,30-39,Davis,CA
1374,60,35,135,92612,3,0.3,3,0,1,0,0,1,0,60-69,Irvine,CA
1375,59,34,84,94043,3,1.6,3,0,0,0,0,1,0,50-59,Mountain View,CA
1376,50,26,179,92612,1,2.9,3,0,1,0,0,0,1,50-59,Irvine,CA
1377,63,39,45,92870,4,1.3,2,86,0,0,0,0,0,60-69,Placentia,CA
1378,27,3,109,93023,2,2.5,1,0,0,0,0,1,0,20-29,Ojai,CA
1379,54,29,34,93305,4,0.1,3,0,0,0,0,1,0,50-59,Bakersfield,CA
1380,62,37,162,95051,1,1.3,1,0,0,0,0,1,0,60-69,Santa Clara,CA
1381,60,34,105,92103,2,1.4,1,0,0,0,0,1,0,60-69,San Diego,CA
1382,38,12,22,91380,3,0.2,2,0,0,0,0,1,0,30-39,Santa Clarita,CA
1383,34,8,82,91775,2,1.8,1,178,0,0,0,1,1,30-39,San Gabriel,CA
1384,65,41,105,95616,4,1.7,2,230,0,1,0,1,0,60-69,Davis,CA
1385,55,31,62,91711,1,1.8,3,0,0,0,0,1,0,50-59,Claremont,CA
1386,57,31,82,95032,2,2.0,1,83,0,0,0,0,1,50-59,Los Gatos,CA
1387,27,3,72,95616,4,0.0,1,0,0,0,0,1,0,20-29,Davis,CA
1388,35,10,38,95762,4,1.7,1,0,0,0,0,1,1,30-39,El Dorado Hills,CA
1389,52,28,25,90212,4,1.0,1,0,0,0,0,0,0,50-59,Beverly Hills,CA
1390,45,15,20,94107,1,0.75,3,0,0,0,0,1,0,40-49,San Francisco,CA
1391,29,3,80,94305,4,1.8,2,0,0,0,0,1,1,20-29,Stanford,CA
1392,44,18,84,91330,3,1.1,1,0,0,0,0,0,0,40-49,Northridge,CA
1393,47,23,33,90095,1,1.0,1,0,0,0,0,1,1,40-49,Los Angeles,CA
1394,62,37,55,95039,3,0.9,3,0,0,0,0,1,0,60-69,Moss Landing,CA
1395,52,27,33,90095,2,0.7,2,0,0,0,0,0,1,50-59,Los Angeles,CA
1396,47,23,190,92831,4,0.3,3,305,1,0,0,0,0,40-49,Fullerton,CA
1397,42,18,43,91107,1,0.3,3,158,0,0,0,0,0,40-49,Pasadena,CA
1398,65,41,45,95521,3,0.1,3,0,0,0,0,1,0,60-69,Arcata,CA
1399,42,18,141,93407,1,3.5,1,0,0,0,0,0,0,40-49,San Luis Obispo,CA
1400,40,16,69,92009,4,2.4,1,0,0,0,0,1,0,40-49,Carlsbad,CA
1401,32,8,78,90401,4,0.1,2,0,0,0,0,1,0,30-39,Santa Monica,CA
1402,40,15,84,94521,1,3.7,3,0,0,0,0,1,0,40-49,Concord,CA
1403,55,29,172,95064,1,5.2,2,0,1,0,0,0,0,50-59,Santa Cruz,CA
1404,32,6,51,93109,4,0.2,1,154,0,1,0,0,1,30-39,Santa Barbara,CA
1405,58,28,75,92121,1,1.4,3,0,0,0,0,1,0,50-59,San Diego,CA
1406,46,22,183,91605,1,3.1,2,0,1,0,1,1,1,40-49,North Hollywood,CA
1407,53,23,20,92123,4,0.4,3,0,0,0,0,1,1,50-59,San Diego,CA
1408,63,39,101,94306,2,3.9,3,294,1,0,0,1,0,60-69,Palo Alto,CA
1409,40,14,129,90089,1,5.9,3,0,1,0,0,1,0,40-49,Los Angeles,CA
1410,41,17,63,90745,2,3.2,1,0,0,0,0,0,0,40-49,Carson,CA
1411,60,35,44,92126,4,2.1,1,0,0,0,0,0,0,60-69,San Diego,CA
1412,65,39,184,91302,1,5.4,3,176,1,0,1,1,1,60-69,Calabasas,CA
1413,59,33,100,95064,2,2.0,1,127,0,0,0,0,0,50-59,Santa Cruz,CA
1414,48,24,12,90058,3,0.4,1,0,0,0,0,0,0,40-49,Los Angeles,CA
1415,59,33,68,94105,2,2.3,3,128,0,1,0,1,0,50-59,San Francisco,CA
1416,33,8,48,94019,1,1.0,1,212,0,0,0,1,0,30-39,Half Moon Bay,CA
1417,40,15,82,93101,2,0.4,1,0,0,0,0,0,0,40-49,Santa Barbara,CA
1418,42,18,52,94061,2,2.5,1,0,0,0,0,0,0,40-49,Redwood City,CA
1419,65,41,154,92008,2,4.6,2,0,1,1,1,1,1,60-69,Carlsbad,CA
1420,30,4,39,91105,1,1.5,1,0,0,0,0,0,1,30-39,Pasadena,CA
1421,30,4,40,91605,1,0.3,1,0,0,0,1,1,1,30-39,North Hollywood,CA
1422,42,17,54,94720,4,1.9,3,164,0,0,0,0,0,40-49,Berkeley,CA
1423,32,8,32,94143,2,1.0,2,103,0,0,1,1,1,30-39,San Francisco,CA
1424,55,30,64,90250,2,2.3,3,0,0,0,0,0,0,50-59,Hawthorne,CA
1425,29,3,92,94539,2,1.3,1,287,0,0,0,1,0,20-29,Fremont,CA
1426,64,38,40,91330,1,2.5,3,94,0,0,0,1,1,60-69,Northridge,CA
1427,37,11,60,96651,3,0.5,3,0,0,0,0,1,0,30-39,Unknown City,Unknown State
1428,31,5,85,95828,2,1.3,1,119,0,0,0,1,1,30-39,Sacramento,CA
1429,25,2,21,94583,4,0.4,1,90,0,0,0,1,0,20-29,San Ramon,CA
1430,31,5,35,95064,1,0.6,3,171,0,0,0,0,0,30-39,Santa Cruz,CA
1431,32,7,52,92660,2,0.1,1,0,0,0,0,1,0,30-39,Newport Beach,CA
1432,58,34,128,90058,1,7.4,1,0,0,0,0,0,0,50-59,Los Angeles,CA
1433,26,2,195,90245,1,6.33,1,0,0,0,0,0,0,20-29,El Segundo,CA
1434,51,25,68,92647,2,1.5,2,117,0,0,0,0,1,50-59,Huntington Beach,CA
1435,65,41,55,93106,2,1.1,1,0,0,0,0,0,0,60-69,Santa Barbara,CA
1436,43,17,55,90266,1,0.2,1,0,0,0,0,1,0,40-49,Manhattan Beach,CA
1437,46,21,80,95054,4,0.4,1,0,0,0,0,1,1,40-49,Santa Clara,CA
1438,28,3,123,92007,1,0.8,1,146,0,0,0,0,0,20-29,Cardiff By The Sea,CA
1439,63,37,90,94105,4,1.9,2,106,0,1,0,1,0,60-69,San Francisco,CA
1440,59,29,61,94025,1,1.4,3,0,0,0,0,0,0,50-59,Menlo Park,CA
1441,42,15,41,94610,3,2.5,2,0,0,0,0,1,0,40-49,Oakland,CA
1442,58,33,43,94720,2,1.6,3,0,0,0,0,1,0,50-59,Berkeley,CA
1443,39,13,71,95822,3,0.1,1,162,0,1,0,1,0,30-39,Sacramento,CA
1444,36,12,25,95051,4,1.0,1,0,0,0,0,1,0,30-39,Santa Clara,CA
1445,60,33,154,90740,1,3.0,2,0,1,1,1,1,0,60-69,Seal Beach,CA
1446,47,21,141,90095,1,2.4,1,0,0,0,0,0,0,40-49,Los Angeles,CA
1447,29,4,22,92661,2,0.9,3,110,0,0,0,0,0,20-29,Newport Beach,CA
1448,52,28,145,94131,2,6.8,1,0,0,0,0,1,0,50-59,San Francisco,CA
